,Title_x,Artist_x,id,artist_genres_x,Year_x,is_top100_x,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature_x,valence_x,Title_y,Artist_y,artist_genres_y,Year_y,is_top100_y,acousticness_y,danceability_y,duration_ms_y,energy_y,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,speechiness_y,tempo_y,time_signature_y,valence_y
163,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,"['pop', 'uk pop']",2017,0.0,0.581,0.825,233713.0,0.652,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,4.0,0.931,Shape of You,Ed Sheeran,"['pop', 'uk pop']",2018,1.0,0.581,0.825,233713.0,0.652,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,4.0,0.931
164,Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,"['emo rap', 'miami hip hop']",2017,0.0,0.847,0.734,95467.0,0.57,2.14e-05,7.0,0.112,-7.066,0.0,0.133,129.953,4.0,0.689,,,,,,,,,,,,,,,,,,
165,Leftovers,Dennis Lloyd,0dcuGoAIPAT7OrP5CGSVBA,['israeli pop'],2017,0.0,0.676,0.724,192628.0,0.304,0.0,10.0,0.104,-11.462,0.0,0.23,153.906,3.0,0.305,,,,,,,,,,,,,,,,,,
166,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,"['modern rock', 'rock']",2017,0.0,0.00671,0.605,187147.0,0.822,0.134,0.0,0.147,-4.833,1.0,0.0438,167.997,4.0,0.288,Thunder,Imagine Dragons,"['modern rock', 'rock']",2018,1.0,0.00671,0.605,187147.0,0.822,0.134,0.0,0.147,-4.833,1.0,0.0438,167.997,4.0,0.288
167,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,"['dance pop', 'pop', 'uk pop']",2017,0.0,0.0403,0.836,217947.0,0.544,0.0,7.0,0.0824,-5.975,1.0,0.0943,97.028,4.0,0.51,IDGAF,Dua Lipa,"['dance pop', 'pop', 'uk pop']",2018,1.0,0.0403,0.836,217947.0,0.544,0.0,7.0,0.0824,-5.975,1.0,0.0943,97.028,4.0,0.51
168,ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,"['electropop', 'pop']",2017,0.0,0.816,0.511,200379.0,0.363,0.0317,4.0,0.084,-7.65,0.0,0.041,144.892,4.0,0.169,,,,,,,,,,,,,,,,,,
169,HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017,0.0,0.000282,0.908,177000.0,0.621,5.39e-05,1.0,0.0958,-6.638,0.0,0.102,150.011,4.0,0.421,,,,,,,,,,,,,,,,,,
170,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0.0,0.106,0.444,187973.0,0.819,0.0,10.0,0.107,-4.078,0.0,0.341,82.695,4.0,0.747,,,,,,,,,,,,,,,,,,
171,Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",2017,0.0,0.101,0.258,239000.0,0.437,1.27e-06,11.0,0.106,-6.593,0.0,0.039,180.043,4.0,0.0967,,,,,,,,,,,,,,,,,,
172,There's Nothing Holdin' Me Back,Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0.0,0.38,0.866,199440.0,0.813,0.0,11.0,0.0779,-4.063,0.0,0.0554,121.998,4.0,0.969,,,,,,,,,,,,,,,,,,
173,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,"['dance pop', 'pop', 'uk pop']",2017,0.0,0.00261,0.762,209320.0,0.7,1.56e-05,9.0,0.153,-6.021,0.0,0.0694,116.073,4.0,0.608,,,,,,,,,,,,,,,,,,
174,XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,"['melodic rap', 'philly rap', 'rap']",2017,0.0,0.00264,0.732,182707.0,0.75,0.0,11.0,0.109,-6.366,0.0,0.231,155.096,4.0,0.401,,,,,,,,,,,,,,,,,,
175,idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,"['electropop', 'pop']",2017,0.0,0.737,0.483,203569.0,0.412,0.0,7.0,0.116,-8.461,1.0,0.0402,170.163,3.0,0.247,,,,,,,,,,,,,,,,,,
176,Fuck Love (feat. Trippie Redd),XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,"['emo rap', 'miami hip hop']",2017,0.0,0.0172,0.797,146520.0,0.533,0.000152,0.0,0.103,-9.74,0.0,0.0412,131.036,4.0,0.329,,,,,,,,,,,,,,,,,,
177,Look At Me!,XXXTENTACION,7floNISpH8VF4z4459Qo18,"['emo rap', 'miami hip hop']",2017,0.0,0.259,0.763,126346.0,0.726,0.0,1.0,0.0976,-6.405,1.0,0.282,139.059,4.0,0.349,Look At Me!,XXXTENTACION,"['emo rap', 'miami hip hop']",2017,1.0,0.259,0.763,126346.0,0.726,0.0,1.0,0.0976,-6.405,1.0,0.282,139.059,4.0,0.349
178,Ulay Nedaber,Nadav Guedj,4wt1jIFzgeRnWpj8iKWeZf,"['eurovision', 'israeli pop']",2017,0.0,0.117,0.537,206921.0,0.719,0.0,11.0,0.0865,-4.534,1.0,0.0613,107.682,3.0,0.477,,,,,,,,,,,,,,,,,,
179,Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,"['electropop', 'pop', 'tropical house']",2017,0.0,0.0498,0.617,247160.0,0.635,1.44e-05,11.0,0.164,-6.769,0.0,0.0317,103.019,4.0,0.446,,,,,,,,,,,,,,,,,,
180,Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,"['modern rock', 'rock']",2017,0.0,0.0362,0.672,201240.0,0.655,0.0,10.0,0.117,-5.021,0.0,0.0311,134.945,4.0,0.556,Whatever It Takes,Imagine Dragons,"['modern rock', 'rock']",2018,1.0,0.0362,0.672,201240.0,0.655,0.0,10.0,0.117,-5.021,0.0,0.0311,134.945,4.0,0.556
181,26,Nathan Goshen,2UB6icX4p7jmCnpg5ndJEo,['israeli pop'],2017,0.0,0.0333,0.47,197773.0,0.832,0.0,1.0,0.0937,-5.606,0.0,0.12,193.93,4.0,0.679,,,,,,,,,,,,,,,,,,
182,More Than You Know,Axwell /\ Ingrosso,6h5PAsRni4IRlxWr6uDPTP,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0.0,0.0275,0.646,203000.0,0.741,0.0,5.0,0.312,-4.973,0.0,0.034,123.077,4.0,0.571,,,,,,,,,,,,,,,,,,
183,Let's Go,Full Trunk,2gdSl386V2VIuAbFrF7T4e,['israeli rock'],2017,0.0,0.0921,0.611,173957.0,0.788,1.67e-05,1.0,0.364,-5.002,1.0,0.0294,95.992,4.0,0.686,,,,,,,,,,,,,,,,,,
184,Mask Off,Future,0VgkVdmE4gld66l8iyGjgx,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0.0,0.0102,0.833,204600.0,0.434,0.0219,2.0,0.165,-8.795,1.0,0.431,150.062,4.0,0.281,Mask Off,Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,1.0,0.0102,0.833,204600.0,0.434,0.0219,2.0,0.165,-8.795,1.0,0.431,150.062,4.0,0.281
185,Let You Down,NF,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",2017,0.0,0.312,0.662,212120.0,0.714,0.0,5.0,0.179,-5.68,0.0,0.121,147.997,4.0,0.464,Let You Down,NF,"['hip hop', 'pop rap', 'rap']",2018,1.0,0.312,0.662,212120.0,0.714,0.0,5.0,0.179,-5.68,0.0,0.121,147.997,4.0,0.464
186,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.124,0.724,197993.0,0.804,0.0,11.0,0.204,-4.614,0.0,0.0448,124.987,4.0,0.306,Wolves,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.124,0.724,197993.0,0.804,0.0,11.0,0.204,-4.614,0.0,0.0448,124.987,4.0,0.306
187,bellyache,Billie Eilish,51NFxnQvaosfDDutk0tams,"['electropop', 'pop']",2017,0.0,0.46,0.695,179172.0,0.573,0.0734,4.0,0.482,-8.597,0.0,0.106,99.939,4.0,0.408,,,,,,,,,,,,,,,,,,
188,Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,"['pop', 'post-teen pop', 'uk pop']",2017,0.0,0.64,0.681,201000.0,0.372,0.0,5.0,0.169,-8.237,1.0,0.0432,91.873,4.0,0.476,Too Good At Goodbyes,Sam Smith,"['pop', 'post-teen pop', 'uk pop']",2017,1.0,0.64,0.681,201000.0,0.372,0.0,5.0,0.169,-8.237,1.0,0.0432,91.873,4.0,0.476
189,Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,"['pop', 'uk pop']",2017,0.0,0.536,0.522,207520.0,0.385,0.0,0.0,0.135,-7.355,1.0,0.0288,89.792,4.0,0.236,,,,,,,,,,,,,,,,,,
190,Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2017,0.0,0.0476,0.752,163216.0,0.764,9.44e-05,1.0,0.0543,-4.399,1.0,0.038,121.958,4.0,0.582,,,,,,,,,,,,,,,,,,
191,Without You (feat. Sandro Cavazza),Avicii,6Pgkp4qUoTmJIPn7ReaGxL,"['big room', 'dance pop', 'edm', 'pop']",2017,0.0,0.00163,0.662,181673.0,0.858,0.0,2.0,0.0456,-4.844,1.0,0.0428,133.993,4.0,0.295,,,,,,,,,,,,,,,,,,
192,Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2017,0.0,0.125,0.555,208733.0,0.662,0.0,11.0,0.111,-4.952,0.0,0.0827,148.128,4.0,0.356,,,,,,,,,,,,,,,,,,
193,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,"['brostep', 'progressive electro house']",2017,0.0,0.256,0.52,180823.0,0.761,4.96e-06,4.0,0.17,-3.093,1.0,0.0853,141.971,4.0,0.286,,,,,,,,,,,,,,,,,,
194,One Last Time,Ariana Grande,7jQh02AE56kRixcfEfTO1F,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.0953,0.631,197506.0,0.6,2.68e-06,8.0,0.0997,-4.98,1.0,0.032,125.014,4.0,0.103,,,,,,,,,,,,,,,,,,
195,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,"['pop', 'uk pop']",2017,0.0,0.0735,0.624,170827.0,0.876,0.0,9.0,0.327,-3.374,1.0,0.1,99.943,4.0,0.781,,,,,,,,,,,,,,,,,,
196,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,['neo soul'],2017,0.0,0.393,0.602,200187.0,0.707,0.0,11.0,0.165,-4.097,1.0,0.302,75.09,4.0,0.554,,,,,,,,,,,,,,,,,,
197,my boy,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,"['electropop', 'pop']",2017,0.0,0.472,0.692,170852.0,0.394,0.000191,11.0,0.117,-8.745,0.0,0.207,89.936,4.0,0.324,,,,,,,,,,,,,,,,,,
198,DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017,0.0,0.00454,0.638,185947.0,0.523,0.0,1.0,0.0842,-6.664,1.0,0.357,139.913,4.0,0.422,,,,,,,,,,,,,,,,,,
199,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",2017,0.0,0.0417,0.801,163253.0,0.795,0.000113,1.0,0.0717,-5.115,0.0,0.0504,79.028,4.0,0.754,Feel It Still,Portugal. The Man,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",2018,1.0,0.0417,0.801,163253.0,0.795,0.000113,1.0,0.0717,-5.115,0.0,0.0504,79.028,4.0,0.754
200,Ric Flair Drip (& Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0.0,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333,Ric Flair Drip (& Metro Boomin),Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2018,1.0,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333
201,Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,"['atl hip hop', 'rap', 'trap']",2017,0.0,0.0151,0.884,220307.0,0.346,7.04e-06,8.0,0.0871,-8.228,0.0,0.351,75.016,4.0,0.376,Bank Account,21 Savage,"['atl hip hop', 'rap', 'trap']",2017,1.0,0.0151,0.884,220307.0,0.346,7.04e-06,8.0,0.0871,-8.228,0.0,0.351,75.016,4.0,0.376
202,Tudo Bom,Static & Ben El,6lR6VBmCIm7gZwE4msLdb9,"['israeli pop', 'jewish pop']",2017,0.0,0.0631,0.7,189276.0,0.82,1.69e-06,9.0,0.133,-3.103,1.0,0.367,130.028,4.0,0.725,,,,,,,,,,,,,,,,,,
203,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.0337,0.663,174800.0,0.708,0.0,8.0,0.0841,-4.154,1.0,0.0473,103.073,4.0,0.742,,,,,,,,,,,,,,,,,,
204,COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,"['electropop', 'pop']",2017,0.0,0.353,0.679,194711.0,0.388,9.25e-05,4.0,0.341,-10.977,0.0,0.0932,124.909,4.0,0.234,,,,,,,,,,,,,,,,,,
205,Hey Hey,Full Trunk,6n1gmoNlxeYqrCKpUH0TtS,['israeli rock'],2017,0.0,0.0675,0.682,195883.0,0.762,0.0,2.0,0.073,-3.762,0.0,0.0273,94.043,4.0,0.836,,,,,,,,,,,,,,,,,,
206,Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,"['pop', 'post-teen pop']",2017,0.0,0.0275,0.516,340707.0,0.595,0.0,5.0,0.109,-4.63,1.0,0.0313,119.972,4.0,0.222,Sign of the Times,Harry Styles,"['pop', 'post-teen pop']",2017,1.0,0.0275,0.516,340707.0,0.595,0.0,5.0,0.109,-4.63,1.0,0.0313,119.972,4.0,0.222
207,It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,"['edm', 'pop', 'tropical house']",2017,0.0,0.119,0.64,220781.0,0.533,0.0,0.0,0.0864,-6.596,1.0,0.0706,99.968,4.0,0.515,It Ain't Me (with Selena Gomez),Kygo,"['edm', 'pop', 'tropical house']",2017,1.0,0.119,0.64,220781.0,0.533,0.0,0.0,0.0864,-6.596,1.0,0.0706,99.968,4.0,0.515
208,Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,"['pop', 'uk pop']",2017,0.0,0.0232,0.461,261154.0,0.834,1.14e-05,2.0,0.14,-4.868,1.0,0.0989,135.007,4.0,0.471,,,,,,,,,,,,,,,,,,
209,Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",2017,0.0,0.0895,0.584,220883.0,0.54,0.0,1.0,0.261,-7.786,0.0,0.0576,137.972,4.0,0.195,,,,,,,,,,,,,,,,,,
210,River (feat. Ed Sheeran),Eminem,1cS0TgbR263ey9jn0MwD2s,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",2017,0.0,0.142,0.748,221013.0,0.749,0.0,8.0,0.0713,-5.916,0.0,0.516,90.09,4.0,0.659,,,,,,,,,,,,,,,,,,
211,Hikiti,Nathan Goshen,0pRAHNjqA8SRhHddkPcYpk,['israeli pop'],2017,0.0,0.569,0.572,237000.0,0.459,7.52e-05,2.0,0.269,-8.322,1.0,0.0283,138.005,4.0,0.355,,,,,,,,,,,,,,,,,,
212,Save That Shit,Lil Peep,0S0vWvyZ6Rc79TXkWxT9QA,"['emo rap', 'lgbtq+ hip hop']",2017,0.0,0.0262,0.534,231547.0,0.583,0.0,2.0,0.421,-8.672,1.0,0.0288,105.997,4.0,0.145,,,,,,,,,,,,,,,,,,
213,hostage,Billie Eilish,1WsEgieHsWWndAzLkmV105,"['electropop', 'pop']",2017,0.0,0.868,0.427,229426.0,0.123,3.12e-05,9.0,0.0732,-15.228,0.0,0.0497,129.565,5.0,0.0394,,,,,,,,,,,,,,,,,,
214,Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,0.0,0.0293,0.726,233902.0,0.769,0.0101,6.0,0.104,-5.043,1.0,0.123,97.985,4.0,0.733,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017,1.0,0.0293,0.726,233902.0,0.769,0.0101,6.0,0.104,-5.043,1.0,0.123,97.985,4.0,0.733
215,Zahav,Static & Ben El,0vF70TcDmYyLVktrewpNgY,"['israeli pop', 'jewish pop']",2017,0.0,0.128,0.847,193904.0,0.701,0.0,6.0,0.0647,-5.101,1.0,0.105,140.095,4.0,0.965,,,,,,,,,,,,,,,,,,
216,Sorry Not Sorry,Demi Lovato,7gvd8xj4QgPqbQSsn5pV7d,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.0237,0.705,203760.0,0.64,0.0,11.0,0.262,-6.928,0.0,0.225,144.077,4.0,0.887,,,,,,,,,,,,,,,,,,
217,Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2017,0.0,0.259,0.707,212459.0,0.629,1.6e-05,0.0,0.138,-4.581,0.0,0.0563,122.863,4.0,0.457,,,,,,,,,,,,,,,,,,
218,Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,['acoustic pop'],2017,0.0,0.469,0.618,198853.0,0.443,0.0,2.0,0.0829,-9.681,1.0,0.0526,119.949,4.0,0.167,,,,,,,,,,,,,,,,,,
219,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2017,0.0,0.57,0.62,250173.0,0.574,0.0,5.0,0.19,-7.788,0.0,0.0479,100.021,4.0,0.352,1-800-273-8255,Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2018,1.0,0.57,0.62,250173.0,0.574,0.0,5.0,0.19,-7.788,0.0,0.0479,100.021,4.0,0.352
220,Location,Khalid,152lZdxL1OR0ZMW6KquMif,"['alternative r&b', 'pop']",2017,0.0,0.33,0.736,219080.0,0.449,0.000162,1.0,0.0898,-11.462,0.0,0.425,80.126,4.0,0.326,,,,,,,,,,,,,,,,,,
221,Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,"['melodic rap', 'pop rap', 'rap', 'trap']",2017,0.0,0.138,0.718,156000.0,0.767,0.0,9.0,0.114,-5.641,1.0,0.166,160.084,4.0,0.519,,,,,,,,,,,,,,,,,,
222,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2017,0.0,0.256,0.809,298941.0,0.463,0.085,11.0,0.109,-11.377,1.0,0.0396,111.98,4.0,0.364,,,,,,,,,,,,,,,,,,
223,watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,"['electropop', 'pop']",2017,0.0,0.333,0.441,177523.0,0.599,0.00198,0.0,0.103,-8.985,1.0,0.225,165.212,4.0,0.35,,,,,,,,,,,,,,,,,,
224,Jungle,Tash Sultana,6t1ahr2f1t9iSjjNFwFb4C,['australian reggae fusion'],2017,0.0,0.285,0.589,315603.0,0.699,8.11e-05,1.0,0.0881,-5.883,0.0,0.0291,145.997,4.0,0.496,,,,,,,,,,,,,,,,,,
225,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",2017,0.0,0.199,0.798,202547.0,0.539,1.66e-05,1.0,0.165,-6.351,1.0,0.0421,136.949,4.0,0.394,Young Dumb & Broke,Khalid,"['alternative r&b', 'pop']",2017,1.0,0.199,0.798,202547.0,0.539,1.66e-05,1.0,0.165,-6.351,1.0,0.0421,136.949,4.0,0.394
226,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",2017,0.0,0.199,0.798,202547.0,0.539,1.66e-05,1.0,0.165,-6.351,1.0,0.0421,136.949,4.0,0.394,Young Dumb & Broke,Khalid,"['alternative r&b', 'pop']",2018,1.0,0.199,0.798,202547.0,0.539,1.66e-05,1.0,0.165,-6.351,1.0,0.0421,136.949,4.0,0.394
227,Carry On,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,"['emo rap', 'miami hip hop']",2017,0.0,0.768,0.735,129720.0,0.197,0.000276,3.0,0.296,-13.378,0.0,0.537,147.899,4.0,0.383,,,,,,,,,,,,,,,,,,
228,Hakol Letova,Static & Ben El,5JDMaE2pFTToZ7spTl9svP,"['israeli pop', 'jewish pop']",2017,0.0,0.248,0.708,204667.0,0.818,0.0,0.0,0.204,-4.71,0.0,0.114,89.928,4.0,0.657,,,,,,,,,,,,,,,,,,
229,Sweet Child O' Mine - Bonus,Avihu Pinchasov Rhythm Club,4Pa9fG0RSB1Fd8MBVLCkL7,[],2017,0.0,0.187,0.708,238800.0,0.948,0.0118,10.0,0.0844,-3.866,1.0,0.0394,128.035,4.0,0.677,,,,,,,,,,,,,,,,,,
230,Hashaot Haktanot,Niv Demirel,2UTkrmMCsDZmIWk4OUhWjW,"['israeli mediterranean', 'israeli pop']",2017,0.0,0.0934,0.5,202480.0,0.718,0.0,1.0,0.096,-6.942,0.0,0.0335,98.265,4.0,0.235,,,,,,,,,,,,,,,,,,
231,Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",2017,0.0,0.133,0.694,201122.0,0.712,0.0,7.0,0.211,-3.923,0.0,0.046,98.022,4.0,0.799,,,,,,,,,,,,,,,,,,
232,Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,"['electropop', 'pop']",2017,0.0,0.896,0.614,180933.0,0.318,0.00239,7.0,0.0795,-12.695,1.0,0.0478,119.959,4.0,0.112,,,,,,,,,,,,,,,,,,
233,Wishing Girl,Lola Marsh,0394dzVI0OsOZ7msgUgDpf,"['israeli indie', 'new americana']",2017,0.0,0.107,0.671,192613.0,0.716,3.62e-05,7.0,0.284,-6.578,1.0,0.0307,115.995,4.0,0.623,,,,,,,,,,,,,,,,,,
234,Mi Gente,J Balvin,36cOBMkXbmkE7vtt0jAdJk,"['latin', 'reggaeton']",2017,0.0,0.0178,0.548,189029.0,0.701,1.34e-05,11.0,0.134,-4.862,0.0,0.0914,104.237,4.0,0.309,,,,,,,,,,,,,,,,,,
235,Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,"['emo rap', 'miami hip hop']",2017,0.0,0.782,0.746,120027.0,0.251,0.00203,11.0,0.106,-16.169,0.0,0.259,139.999,4.0,0.18,,,,,,,,,,,,,,,,,,
236,At Ba'a Elay,Nathan Goshen,0X5o7suzG2s6BMjxVRW8bP,['israeli pop'],2017,0.0,0.1,0.43,198120.0,0.506,3.31e-05,6.0,0.107,-7.742,0.0,0.0668,93.57,4.0,0.217,,,,,,,,,,,,,,,,,,
237,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,"['dance pop', 'pop', 'post-teen pop']",2017,0.0,0.047,0.643,163870.0,0.783,0.0,10.0,0.083,-6.458,1.0,0.0856,154.084,4.0,0.579,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.047,0.643,163870.0,0.783,0.0,10.0,0.083,-6.458,1.0,0.0856,154.084,4.0,0.579
238,Relationship (feat. Future),Young Thug,25oOaleife6E2MIKmFkPvg,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",2017,0.0,0.00252,0.842,215307.0,0.597,0.0,2.0,0.124,-6.336,1.0,0.0627,145.992,4.0,0.298,,,,,,,,,,,,,,,,,,
239,Cold Little Heart - Radio Edit,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,"['british soul', 'neo soul', 'soul']",2017,0.0,0.357,0.629,210300.0,0.58,0.000353,7.0,0.436,-6.208,0.0,0.0278,110.264,4.0,0.655,,,,,,,,,,,,,,,,,,
240,Paris Time,Tomer Yeshayahu,6y9D5nRL3GD0L88hgyyeva,"['classic israeli pop', 'israeli rock']",2017,0.0,0.12,0.423,207004.0,0.633,0.00823,0.0,0.239,-6.841,1.0,0.0306,150.542,4.0,0.327,,,,,,,,,,,,,,,,,,
241,White Noise - 145 hz,Granular,6H4B9gJD6eQlNoEh8q85pP,"['sleep', 'white noise']",2017,0.0,0.944,0.0,135484.0,2.03e-05,0.869,2.0,0.112,-40.449,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
242,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",2017,0.0,0.075,0.696,216409.0,0.817,0.0,1.0,0.187,-3.862,1.0,0.109,98.064,4.0,0.782,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",2017,1.0,0.075,0.696,216409.0,0.817,0.0,1.0,0.187,-3.862,1.0,0.109,98.064,4.0,0.782
243,Stay,Zedd,6uBhi9gBXWjanegOb2Phh0,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2017,0.0,0.253,0.69,210091.0,0.622,0.0,5.0,0.116,-5.025,0.0,0.0622,102.04,4.0,0.544,,,,,,,,,,,,,,,,,,
244,Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",2017,0.0,0.0651,0.797,173600.0,0.844,0.0,11.0,0.087,-5.482,1.0,0.275,170.142,4.0,0.52,,,,,,,,,,,,,,,,,,
245,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,"['pop', 'uk pop']",2017,0.0,0.779,0.587,259550.0,0.299,0.0,8.0,0.123,-7.365,1.0,0.0263,94.992,3.0,0.356,,,,,,,,,,,,,,,,,,
246,20 Min,Lil Uzi Vert,0uxSUdBrJy9Un0EYoBowng,"['melodic rap', 'philly rap', 'rap']",2017,0.0,0.109,0.773,220587.0,0.75,0.0,8.0,0.174,-4.009,0.0,0.117,123.426,4.0,0.783,,,,,,,,,,,,,,,,,,
