,Title,Artist,id,artist_genres,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
29,Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",2016,0,0.0722,0.7,302000,0.742,0.0199,5,0.11,-6.777,0,0.0716,91.959,4,0.197
30,I Feel It Coming,The Weeknd,3dhjNA0jGA8vHBQ1VdD6vV,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0,0.426,0.773,269187,0.819,0.0,0,0.0679,-5.946,0,0.118,92.99,4,0.585
31,Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,"['electropop', 'pop']",2016,0,0.807,0.576,189613,0.307,0.000355,11,0.0792,-12.732,0,0.0428,67.513,4,0.157
32,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4dASQiO1Eoo3RJvt74FtXB,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2016,0,0.255,0.502,243491,0.786,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.739
33,Million Reasons,Lady Gaga,7dZ1Odmx9jWIweQSatnRqo,"['dance pop', 'pop', 'post-teen pop']",2016,0,0.494,0.666,205280,0.423,0.0,0,0.106,-8.012,1,0.043,129.89,4,0.154
34,Don't Let Me Down,The Chainsmokers,1i1fxkWeaMmKEB4T7zqbzK,"['electropop', 'pop', 'tropical house']",2016,0,0.157,0.532,208373,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422
35,"i hate u, i love u (feat. olivia o'brien)",gnash,7vRriwrloYVaoAe3a9wJHe,['pop'],2016,0,0.687,0.492,251034,0.275,0.0,6,0.101,-13.4,0,0.3,92.6,4,0.18
36,I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,"['dfw rap', 'melodic rap', 'rap']",2016,0,0.0689,0.556,223347,0.538,0.0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
37,I Follow Rivers,Roni Alter,4a2MIdV2CBdA9mUOgi0RWR,[],2016,0,0.728,0.576,206354,0.235,0.101,4,0.0993,-14.41,0,0.0271,92.893,4,0.277
38,The Greatest (feat. Kendrick Lamar),Sia,7xHWNBFm6ObGEQPaUxHuKO,"['australian dance', 'australian pop', 'dance pop', 'pop']",2016,0,0.0102,0.668,210227,0.725,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,0.729
39,Fight Song,Rachel Platten,37f4ITSlgPX81ad2EvmVQr,"['pop', 'post-teen pop', 'viral pop']",2016,0,0.0549,0.564,204013,0.714,0.0,7,0.155,-4.987,1,0.129,175.924,4,0.33
40,Nevermind,Dennis Lloyd,3PHjgrovCBjQQl5Np5YQBy,['israeli pop'],2016,0,0.333,0.421,150471,0.472,0.0,10,0.117,-7.414,0,0.102,85.054,4,0.528
41,Side To Side,Ariana Grande,1pKeFVVUOPjFsOABub0OaV,"['dance pop', 'pop', 'post-teen pop']",2016,0,0.0513,0.65,226160,0.736,0.0,6,0.235,-5.84,0,0.229,159.174,4,0.612
42,Analyzing,Dennis Lloyd,1m4Q4BxRmuRHOCVsesAHTH,['israeli pop'],2016,0,0.026,0.6,181448,0.616,0.0,7,0.11,-3.046,0,0.0365,86.942,4,0.14
43,"How Far I'll Go - From ""Moana""",Alessia Cara,5EbX5xL3O2xT8FxCpYzgUO,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,0,0.155,0.309,175517,0.544,0.000265,9,0.0727,-9.621,1,0.352,180.979,4,0.16
44,Act I: We Both Go Down,Dennis Lloyd,3CRnA1WqtVl4TdS2zv0etr,['israeli pop'],2016,0,0.535,0.643,175518,0.657,0.0,7,0.0846,-2.167,0,0.048,93.961,4,0.377
45,Act II: Can't Go Back,Dennis Lloyd,1NKbgxvn11sZCsUh64nDmh,['israeli pop'],2016,0,0.287,0.787,184817,0.619,0.0,8,0.124,-3.67,1,0.103,124.64,4,0.676
46,Stam,Static & Ben El,1UxPPRzZOUhZPTslSjzagr,"['israeli pop', 'jewish pop']",2016,0,0.436,0.807,167688,0.793,1.55e-05,6,0.265,-4.621,1,0.0483,99.968,4,0.81
47,Dangerous Woman,Ariana Grande,7l94dyN2hX9c6wWcZQuOGJ,"['dance pop', 'pop', 'post-teen pop']",2016,0,0.0529,0.662,235947,0.602,0.0,4,0.356,-5.369,0,0.0401,133.969,3,0.29
48,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0vbtURX4qv1l7besfwmnD8,"['dance pop', 'pop', 'pop rap']",2016,0,0.0353,0.663,197933,0.713,7.68e-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69
49,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2016,0,0.406,0.72,251088,0.763,0.0,9,0.18,-4.068,0,0.0523,101.965,4,0.742
50,Ish Shel Layla,Roni Dalumi,7HoHkBv5O9Kx1PL0BFKFdu,['israeli pop'],2016,0,0.587,0.538,191360,0.675,0.0,8,0.124,-4.995,0,0.0322,154.129,4,0.566
51,Dang! (feat. Anderson .Paak),Mac Miller,5iUQMwxUPdJBFeGkePtM66,"['hip hop', 'pittsburgh rap', 'rap']",2016,0,0.00826,0.836,305350,0.67,0.000355,5,0.0837,-6.907,0,0.23,107.018,4,0.556
52,Formation,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0,0.00532,0.896,206080,0.621,0.0,5,0.196,-6.857,0,0.237,121.966,4,0.818
53,Alone,Marshmello,3MEYFivt6bilQ9q9mFWZ4g,"['brostep', 'progressive electro house']",2016,0,0.0241,0.631,273803,0.953,0.0155,2,0.108,-3.739,1,0.0343,141.99,4,0.422
54,Unstoppable,Sia,2J2Z1SkXYghSajLibnQHOa,"['australian dance', 'australian pop', 'dance pop', 'pop']",2016,0,0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26
55,Go Fuck Yourself,Two Feet,4NZrZgrRoR4GwR7flWOXRI,"['indie poptimism', 'modern rock']",2016,0,0.571,0.765,129600,0.327,0.0479,6,0.0787,-8.029,1,0.277,74.931,4,0.292
56,Can I Be Him,James Arthur,5ZMCXFJe9EyL9TM6PrA56U,"['pop', 'post-teen pop', 'talent show', 'uk pop']",2016,0,0.308,0.696,246880,0.543,0.0,11,0.0939,-6.164,1,0.0489,107.969,4,0.479
57,Come Down,Anderson .Paak,276zciJ7Fg7Jk6Ta6QuLkp,['escape room'],2016,0,0.271,0.841,169727,0.898,0.0151,8,0.304,-7.135,1,0.104,98.401,4,0.931
58,24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,"['pop', 'post-teen pop']",2016,0,0.034,0.818,225983,0.803,0.0,1,0.153,-4.282,1,0.0797,106.97,4,0.632
59,PILLOWTALK,ZAYN,0PDUDa38GO8lMxLCRc4lL1,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",2016,0,0.117,0.584,202747,0.7,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,0.438
60,Ophelia,The Lumineers,5NORWMFC27ywGSZxi8uquP,"['folk-pop', 'modern rock', 'stomp and holler']",2016,0,0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.566
61,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,63CHa6rmamv9OsehkRD8oz,"['mellow gold', 'soft rock']",2016,0,0.198,0.58,206360,0.498,0.0,1,0.132,-6.901,1,0.0277,116.271,4,0.111
62,This Is What You Came For,Calvin Harris,0azC730Exh71aQlOt9Zj3y,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",2016,0,0.199,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,0.465
63,How Far I'll Go,Auli'i Cravalho,6mb6lVLNrcUgLnEN8QnDJd,"['disney', 'hollywood', 'movie tunes', 'show tunes']",2016,0,0.649,0.571,163387,0.307,0.0,1,0.178,-10.958,0,0.0499,83.72,4,0.108
64,Demons,Dennis Lloyd,7AmXI4suuSX87eUXybDHM9,['israeli pop'],2016,0,0.571,0.57,177294,0.372,7.21e-06,7,0.0797,-9.593,0,0.121,125.545,4,0.217
65,Alive,Sia,4E3afPSY5fUEelQS9ppL0e,"['australian dance', 'australian pop', 'dance pop', 'pop']",2016,0,0.254,0.508,263520,0.762,0.000122,6,0.108,-4.217,0,0.0489,99.963,4,0.444
66,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,4tCtwWceOPWzenK2HAIJSb,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",2016,0,0.103,0.803,214480,0.585,3.94e-06,8,0.0644,-5.861,1,0.0432,105.017,4,0.593
67,iSpy (feat. Lil Yachty),KYLE,2EEeOnHehOozLq4aS0n6SL,"['pop', 'pop rap', 'rap']",2016,0,0.378,0.746,253107,0.653,0.0,7,0.229,-6.745,1,0.289,75.016,4,0.672
68,My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",2016,0,0.0935,0.819,219160,0.913,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,4,0.536
69,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,5uDASfU19gDxSjW8cnCaBp,['san diego rap'],2016,0,0.0312,0.886,177184,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,0.23
70,Needed Me,Rihanna,4pAl7FkDMNBsjykPXo91B3,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2016,0,0.11,0.671,191600,0.314,0.0,5,0.0825,-8.091,0,0.244,110.898,4,0.296
71,Hold Up,Beyoncé,0rzNMzZsubFcXSEh7dnem7,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0,0.745,0.524,221093,0.397,0.0,0,0.521,-11.936,1,0.405,80.744,4,0.552
72,You're Welcome,Dwayne Johnson,6U4VqEHy4n5VeiH4pQPL24,[],2016,0,0.29,0.788,163893,0.745,0.0,5,0.0373,-7.072,1,0.258,135.278,4,0.672
73,One Call Away,Charlie Puth,37R0bQOQj5a7DOqh1TGzvB,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2016,0,0.403,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
74,Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0,0.67,0.544,184516,0.552,4.57e-05,9,0.415,-7.45,1,0.0991,159.738,3,0.554
75,Nights,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0,0.42,0.466,307151,0.548,1.01e-06,5,0.113,-9.362,0,0.118,89.815,4,0.423
76,Work,Rihanna,72TFWvU3wUYdUuxejTTIzt,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2016,0,0.0752,0.725,219320,0.534,0.0,11,0.0919,-6.238,1,0.0946,91.974,4,0.558
77,Cold Little Heart,Michael Kiwanuka,0qprlw0jfsW4H9cG0FFE0Z,"['british soul', 'neo soul', 'soul']",2016,0,0.487,0.489,597600,0.404,0.0485,8,0.14,-7.815,1,0.0261,108.01,4,0.153
78,Broken,Lund,2BmCen4Ww7ps0EBbobxWsH,"['emo rap', 'modern rock', 'pop rap']",2016,0,0.0423,0.828,200627,0.581,0.000903,0,0.109,-2.659,1,0.0429,133.999,4,0.145
79,Stole the Show,Kygo,5masKPHeAOVNgxdLebIcK7,"['edm', 'pop', 'tropical house']",2016,0,0.271,0.64,223187,0.635,0.0,8,0.319,-7.565,0,0.226,100.034,4,0.475
80,Hotline Bling,Drake,0wwPcA6wtMf6HUMpIRdeP7,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0,0.00261,0.891,267067,0.625,0.000176,2,0.0504,-7.861,1,0.0558,134.967,4,0.548
81,Good as Hell,Lizzo,3Yh9lZcWyKrK9GjbhuS0hR,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",2016,0,0.256,0.682,159736,0.919,0.0,0,0.442,-3.18,0,0.0875,95.982,4,0.535
82,Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,"['dfw rap', 'melodic rap', 'rap']",2016,0,0.228,0.665,179613,0.498,0.0,5,0.0757,-8.185,1,0.0831,81.967,4,0.127
83,White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w,"['dfw rap', 'melodic rap', 'rap']",2016,0,0.233,0.675,256533,0.562,0.0,7,0.0816,-7.678,1,0.0352,130.098,4,0.309
84,Broccoli (feat. Lil Yachty),DRAM,7yyRTcZmCiyzzJlNzGC9Ol,"['pop rap', 'rap', 'trap']",2016,0,0.236,0.886,225205,0.525,0.0,8,0.057,-7.39,1,0.131,145.99,4,0.708
85,Fuck It up (feat. Yg),Kamaiyah,4rr19p6NPfg8oUazZQnkS8,['cali rap'],2016,0,0.432,0.634,141845,0.669,0.0,0,0.552,-7.369,1,0.0682,98.044,4,0.431
86,Firestone (feat. Conrad Sewell),Kygo,1I8tHoNBFTuoJAlh4hfVVE,"['edm', 'pop', 'tropical house']",2016,0,0.408,0.486,273684,0.652,6.63e-05,11,0.077,-7.226,0,0.052,113.055,4,0.391
87,Panda,Desiigner,5YEOzOojehCqxGQCcQiyR4,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2016,0,0.028,0.576,246761,0.766,1.68e-06,10,0.366,-4.943,0,0.449,144.833,4,0.236
88,Starving,Hailee Steinfeld,4Ce37cRWvM1vIGGynKcs22,"['dance pop', 'pop', 'post-teen pop']",2016,0,0.378,0.729,181880,0.615,0.0,4,0.105,-4.238,1,0.0647,99.989,4,0.508
89,Ain't Your Mama,Jennifer Lopez,2hgzdQdnfWwtdpZbhZlV72,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",2016,0,0.0472,0.757,218235,0.678,9.14e-06,8,0.0654,-5.529,0,0.233,120.075,4,0.82
90,Spirits,The Strumbellas,7GJ572zvnU94VZVrj5XRtb,"['canadian folk', 'canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",2016,0,0.163,0.556,203653,0.658,0.0,0,0.113,-6.075,1,0.0265,80.529,4,0.787
91,beibs in the trap,Travis Scott,0ESJlaM8CE1jRWaNtwSNj8,['rap'],2016,0,0.24,0.743,213863,0.571,0.0,7,0.291,-6.054,0,0.145,119.054,4,0.495
92,My Favorite Part,Mac Miller,66wkCYWlXzSTQAfnsPBptt,"['hip hop', 'pittsburgh rap', 'rap']",2016,0,0.627,0.861,216000,0.33,1.93e-06,6,0.14,-7.194,1,0.0526,95.016,4,0.718
93,Money Longer,Lil Uzi Vert,0B8QzDH7YWih85V5SEMnyJ,"['melodic rap', 'philly rap', 'rap']",2016,0,0.0541,0.795,198944,0.568,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478
94,Люби меня,MiyaGi & Endspiel,0r5Nq9NExhHRcApKfFUBzk,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",2016,0,0.436,0.628,318353,0.621,0.0,2,0.119,-6.033,0,0.205,145.974,4,0.63
95,Black Beatles,Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0,0.142,0.794,291893,0.632,0.0,0,0.128,-6.163,1,0.0649,145.926,4,0.355
96,"Psycho, Pt. 2",Russ,26OhjtaTamFocE08t83ml6,"['hawaiian hip hop', 'pop', 'rap']",2016,0,0.775,0.766,161985,0.548,5.57e-06,10,0.1,-4.29,1,0.235,82.944,4,0.424
97,Versace on the Floor,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,"['pop', 'post-teen pop']",2016,0,0.196,0.578,261240,0.574,0.0,2,0.083,-6.209,1,0.0454,174.152,4,0.301
98,sex,EDEN,26ZX2JrAb8AFbr8FFfAsO7,"['indie poptimism', 'modern rock', 'pop']",2016,0,0.162,0.413,218808,0.521,0.0,9,0.323,-4.469,1,0.0466,103.391,4,0.532
99,Neighbors,J. Cole,0utlOiJy2weVl9WTkcEWHy,"['conscious hip hop', 'hip hop', 'nc hip hop', 'rap']",2016,0,0.319,0.898,216520,0.283,0.000383,6,0.11,-12.335,0,0.356,138.97,4,0.469
100,Superhero,Unknown Brain,7EYv3adMrIC5mqurz7fHhD,"['bass trap', 'gaming edm', 'traprun']",2016,0,0.028,0.669,179225,0.937,1.79e-05,8,0.318,-4.054,0,0.0714,75.013,4,0.223
101,XO,EDEN,0ZAiqymvbQUZAh9y6ZT3Rm,"['indie poptimism', 'modern rock', 'pop']",2016,0,0.625,0.611,159512,0.39,0.0,2,0.118,-5.861,0,0.116,163.897,4,0.617
102,Swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0,0.2,0.681,208120,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,0.166
103,Love & Hate,Michael Kiwanuka,7oOEFDLSQscl0uGulnIEmG,"['british soul', 'neo soul', 'soul']",2016,0,0.157,0.278,427093,0.494,0.000407,7,0.173,-7.853,0,0.029,169.661,4,0.527
104,DUELE EL CORAZON,Enrique Iglesias,6YZdkObH88npeKrrkb8Ggf,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",2016,0,0.0786,0.724,200813,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4,0.846
105,Are You With Me,Lost Frequencies,4255amV4enzl28KAn16rUO,"['belgian edm', 'edm', 'pop', 'tropical house']",2016,0,0.262,0.763,138013,0.608,2.5e-05,5,0.12,-8.1,0,0.035,121.02,4,0.393
106,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,1A8j067qyiNwQnZT0bzUpZ,"['deep tropical house', 'edm', 'new french touch', 'tropical house']",2016,0,0.0927,0.792,195547,0.717,3.59e-05,0,0.226,-4.759,0,0.0393,121.985,4,0.466
107,Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0,0.782,0.567,249191,0.388,0.000309,9,0.248,-9.579,0,0.0384,116.362,4,0.452
108,Die For You,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0,0.111,0.586,260253,0.525,0.0,1,0.134,-7.163,0,0.0615,133.629,4,0.508
109,Low Life,Future,7EiZI6JVHllARrX9PUvAdX,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0,0.337,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,0.102
110,Min Zaman,Bint El Funk,1KK5dcqKKo7e55S8mc2wUe,[],2016,0,0.381,0.677,260784,0.444,0.00241,1,0.0713,-10.709,1,0.0732,79.702,4,0.41
111,X (feat. Future),21 Savage,6fwdbPMwP1zVStm8FybmkO,"['atl hip hop', 'rap', 'trap']",2016,0,0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,4,0.111
112,Reality,Lost Frequencies,1Mys1gf9SkMBAVGGxpkJ7d,"['belgian edm', 'edm', 'pop', 'tropical house']",2016,0,0.0197,0.714,159480,0.697,2e-06,1,0.0697,-7.887,0,0.032,122.145,4,0.602
113,Photosynthesis,Saba,3DlgDXIYtnWtJKiB8bZQMv,"['chicago rap', 'hip hop', 'rap', 'underground hip hop']",2016,0,0.536,0.777,201733,0.662,4.61e-06,7,0.593,-8.393,1,0.27,111.13,4,0.634
114,Sleep On The Floor,The Lumineers,44uOreAESeRIBaxkuCW4wN,"['folk-pop', 'modern rock', 'stomp and holler']",2016,0,0.249,0.389,211851,0.431,0.0,7,0.13,-8.061,1,0.0344,142.14,4,0.275
115,Here,Alessia Cara,664gdARxaClFsoF5SXKOws,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,0,0.0785,0.376,199453,0.821,0.0,0,0.0823,-3.974,1,0.104,120.462,4,0.331
116,I Can't Go On Without You,KALEO,1dX6oGAG5PaexuPj29PsYd,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",2016,0,0.655,0.368,377000,0.267,2.24e-05,8,0.0834,-9.395,0,0.0428,91.88,4,0.194
